,FX_ID,P4,REND1,REND2,SEXO,ESCOLARIDADE,P1A,P1B,P1C,RACA,RELIGIAO,REGIAO,COND,P2_1,P3_1
1376,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,4ª série (ou 5º ano),Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1377,65 E MAIS,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Sim,Sim,Sim,Preta,Outros,NORDESTE,CAPITAL,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1378,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior completo,Não,Não,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1379,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Não,Não,Não,Branca,Católica Apostólica Romana,CENTRO OESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1380,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Sim,Sim,Não,Parda,Outras Evangélicas específicas,NORDESTE,CAPITAL,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1381,25 A 34,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,MAS,Superior completo,Sim,Não,Sim,Branca,Evangélica - Não sabe especificar,SUDESTE,PERIFERIA,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1382,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1383,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,8ª série (ou 9º ano),Sim,Sim,Sim,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1384,45 A 54,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,3ª série,Não,Não,Não,Branca,Católica Apostólica Romana,SUL,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1385,35 A 44,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,MAS,Outros,Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1386,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,Outros,Não,Não,Não,Parda,Assembléia de Deus,NORTE,INTERIOR,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1387,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,Outros,Não,Não,Não,Parda,Assembléia de Deus,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1388,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Branca,Outros,SUDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1389,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,3ª série,Sim,Sim,Sim,Parda,Outras Evangélicas específicas,SUDESTE,PERIFERIA,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1390,18 A 24,Alguma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1391,25 A 34,Alguma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Superior incompleto,Sim,Sim,Sim,Parda,Outros,NORDESTE,PERIFERIA,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1392,45 A 54,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,8ª série (ou 9º ano),Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1393,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,Superior completo,Sim,Sim,Sim,Branca,Outros,SUDESTE,CAPITAL,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1394,25 A 34,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,3ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Parda,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,PERIFERIA,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1395,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,3ª série,Sim,Não,Não,Outros,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1396,18 A 24,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 5 A 10,FEM,3ª série,Sim,Sim,Sim,Parda,Outras Evangélicas específicas,SUDESTE,INTERIOR,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1397,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,CAPITAL,Não sabe/ Não respondeu,Não sabe/ Não respondeu
1398,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior completo,Sim,Sim,Não,Branca,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1399,25 A 34,Muita vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,3ª série,Não,Sim,Sim,Branca,Assembléia de Deus,SUL,INTERIOR,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1400,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,NORTE,INTERIOR,Preservar os valores ligados à família,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1401,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,3ª série,Não,Não,Não,Preta,Assembléia de Deus,SUDESTE,PERIFERIA,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1402,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da educação,Não sabe/ Não respondeu
1403,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Reduzir as desigualdades sociais,Não sabe/ Não respondeu
1404,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,3ª série,Não,Não,Não,Parda,Evangélica - Não sabe especificar,SUDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1405,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,3ª série,Não,Não,Não,Preta,Católica Apostólica Romana,NORDESTE,INTERIOR,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1406,55 A 64,Muita vontade,ATÉ 1,MAIS DE 1 A 2,MAS,8ª série (ou 9º ano),Não,Sim,Não,Parda,Outros,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1407,35 A 44,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,FEM,Superior completo,Não,Não,Não,Preta,Católica Apostólica Romana,SUDESTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1408,35 A 44,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1409,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,3ª série,Sim,Sim,Sim,Branca,Católica Apostólica Romana,CENTRO OESTE,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1410,25 A 34,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,FEM,Superior completo,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1411,25 A 34,Muita vontade,ATÉ 1,ATÉ 1,FEM,Superior completo,Não,Sim,Não,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,Reduzir a violência,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1412,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1413,45 A 54,Alguma vontade,MAIS DE 2 A 5,MAIS DE 5 A 10,FEM,Superior completo,Não votou em 2022 (Esp.),Sim,Sim,Parda,Outros,NORDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1414,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Sim,Não,Não,Branca,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1415,65 E MAIS,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,Outros,Não,Não,Não,Parda,Outros,NORDESTE,CAPITAL,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1416,25 A 34,Alguma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 2 A 5,MAS,Superior completo,Não,Não,Não,Parda,Outros,CENTRO OESTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1417,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,Superior completo,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1418,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Sim,Sim,Sim,Branca,Assembléia de Deus,NORTE,INTERIOR,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1419,45 A 54,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Outros,Não,Não,Não,Preta,Evangélica - Não sabe especificar,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1420,18 A 24,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,SUL,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1421,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1422,18 A 24,Alguma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,8ª série (ou 9º ano),Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1423,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1424,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Outros,Não,Não,Sim,Branca,Católica Apostólica Romana,SUL,PERIFERIA,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1425,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Superior incompleto,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Parda,É religioso mas não segue nenhuma/ Agnóstico,NORDESTE,PERIFERIA,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1426,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,FEM,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,PERIFERIA,Reduzir as desigualdades sociais,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1427,55 A 64,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,Superior completo,Não,Não,Não,Branca,Assembléia de Deus,SUDESTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1428,35 A 44,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,2ª série,Não,Não,Não,Parda,É religioso mas não segue nenhuma/ Agnóstico,SUDESTE,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1429,25 A 34,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Outros,Não,Não,Não,Parda,Outras Evangélicas específicas,CENTRO OESTE,INTERIOR,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
1430,18 A 24,Nenhuma vontade,NÃO RESPONDEU,NÃO RESPONDEU,FEM,3ª série,Não,Não,Não,Branca,Evangélica - Não sabe especificar,SUDESTE,CAPITAL,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1431,25 A 34,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,MAS,Outros,Não,Sim,Não,Parda,Assembléia de Deus,NORDESTE,PERIFERIA,Melhorar a qualidade da educação,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1432,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior incompleto,Não,Não,Não,Branca,Católica Apostólica Romana,SUL,INTERIOR,Reduzir as desigualdades sociais,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1433,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,8ª série (ou 9º ano),Não,Não,Não,Branca,Outras Evangélicas específicas,SUL,INTERIOR,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros"
1434,25 A 34,Alguma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1435,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Outros,Não,Não,Não,Branca,Evangélica - Não sabe especificar,CENTRO OESTE,INTERIOR,Reduzir a violência,Não sabe/ Não respondeu
1436,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,3ª série,Não,Não,Não,Parda,Assembléia de Deus,NORTE,CAPITAL,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1437,35 A 44,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,3ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Parda,Católica Apostólica Romana,NORTE,PERIFERIA,Melhorar a qualidade da saúde,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1438,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Preta,Católica Apostólica Romana,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1439,65 E MAIS,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Superior incompleto,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,PERIFERIA,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
1440,35 A 44,Alguma vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,FEM,Superior completo,Sim,Não,Sim,Parda,Outras Evangélicas específicas,SUDESTE,INTERIOR,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1441,18 A 24,Nenhuma vontade,ATÉ 1,MAIS DE 2 A 5,MAS,Superior completo,Não,Não,Sim,Parda,Católica Apostólica Romana,NORDESTE,CAPITAL,Não sabe/ Não respondeu,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
1442,65 E MAIS,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,FEM,Outros,Sim,Sim,Sim,Branca,Outras Evangélicas específicas,SUDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1443,25 A 34,Muita vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Superior completo,Não,Não,Não,Branca,Outros,NORDESTE,CAPITAL,Ampliar o uso de energias renováveis,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1444,25 A 34,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Não,Não,Não,Parda,Outros,NORDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1445,18 A 24,Alguma vontade,ATÉ 1,ATÉ 1,FEM,8ª série (ou 9º ano),Não,Não,Não,Parda,Assembléia de Deus,NORTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1446,65 E MAIS,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,Outros,Não,Não,Não,Parda,Católica Apostólica Romana,NORDESTE,INTERIOR,Defender a igualdade entre homens e mulheres,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1447,35 A 44,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,MAS,Outros,Não,Não,Não,Outros,Católica Apostólica Romana,NORDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1448,55 A 64,Nenhuma vontade,NÃO RESPONDEU,ATÉ 1,MAS,Outros,Não,Não,Não,Branca,Católica Apostólica Romana,NORTE,CAPITAL,Melhorar a qualidade da saúde,Não sabe/ Não respondeu
1449,16 E 17,Muita vontade,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,MAS,Outros,Sim,Sim,Sim,Branca,Outros,SUL,PERIFERIA,Ampliar o uso de energias renováveis,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1450,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,3ª série,Não,Não,Não,Branca,Católica Apostólica Romana,NORTE,CAPITAL,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1451,55 A 64,Nenhuma vontade,ATÉ 1,MAIS DE 1 A 2,FEM,Outros,Não,Não,Não,Preta,Outros,NORTE,INTERIOR,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1452,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,3ª série,Não,Não,Não,Branca,Outros,SUDESTE,INTERIOR,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1453,65 E MAIS,Nenhuma vontade,MAIS DE 5 A 10,MAIS DE 5 A 10,MAS,Outros,Sim,Sim,Sim,Parda,Assembléia de Deus,NORTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1454,45 A 54,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,Outros,Não,Não,Não,Preta,Outros,SUDESTE,INTERIOR,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1455,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,MAS,3ª série,Sim,Sim,Sim,Preta,Católica Apostólica Romana,NORTE,CAPITAL,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1456,35 A 44,Nenhuma vontade,NÃO TEM RENDIMENTO PESSOAL,MAIS DE 1 A 2,FEM,2ª série,Não,Não,Não,Branca,Católica Apostólica Romana,SUL,INTERIOR,Reduzir a violência,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1457,18 A 24,Nenhuma vontade,ATÉ 1,ATÉ 1,MAS,3ª série,Não,Não,Não,Parda,Assembléia de Deus,NORTE,CAPITAL,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1458,45 A 54,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Outros,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Branca,Católica Apostólica Romana,SUDESTE,INTERIOR,Combater as mudanças climáticas/desmatamento,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1459,45 A 54,Alguma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,FEM,Superior completo,Sim,Sim,Sim,Branca,Católica Apostólica Romana,NORDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos
1460,45 A 54,Alguma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,2ª série,Não,Não,Não,Branca,Católica Apostólica Romana,CENTRO OESTE,CAPITAL,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)"
1461,65 E MAIS,Nenhuma vontade,ATÉ 1,ATÉ 1,FEM,4ª série (ou 5º ano),Outros,Outros,Outros,Preta,Assembléia de Deus,NORDESTE,INTERIOR,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1462,35 A 44,Nenhuma vontade,MAIS DE 2 A 5,MAIS DE 2 A 5,MAS,2ª série,Sim,Sim,Não,Branca,Católica Apostólica Romana,SUDESTE,PERIFERIA,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1463,25 A 34,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 2 A 5,MAS,Superior incompleto,Não,Não,Não,Branca,Católica Apostólica Romana,SUDESTE,CAPITAL,Reduzir a violência,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros"
1464,25 A 34,Muita vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,3ª série,Sim,Sim,Sim,Parda,Católica Apostólica Romana,NORDESTE,CAPITAL,Reduzir as desigualdades sociais,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos
1465,65 E MAIS,Nenhuma vontade,MAIS DE 1 A 2,MAIS DE 1 A 2,FEM,4ª série (ou 5º ano),Não,Não,Não,Parda,Católica Apostólica Romana,SUDESTE,CAPITAL,Reduzir a violência,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos"
