SEXO,IDADE,FX_ID,ESCOLARIDADE,P1A,P1B,P1C,P2_1,P2_2,P2_3,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P4,RACA,RELIGIAO,REND1,REND2,REGIAO,COND,PORTE,ID_Ipec,DATA_ENTREVISTA,TIPO_COLETA
FEM,45.0,45 A 54,3ª série,Não,Não,Não,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Reduzir a violência,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Parda,Evangélica - Não sabe especificar,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,CAPITAL,MAIS DE 500.000,189604101.0,2023-09-03,Face a face
FEM,32.0,25 A 34,Superior completo,Não,Não,Não,Reduzir as desigualdades sociais,Incentivar a geração de empregos,Melhorar a qualidade da educação,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 5 A 10,MAIS DE 10 A 20,SUDESTE,INTERIOR,DE 50.001 A 100.000,189596406.0,2023-09-03,Face a face
MAS,47.0,45 A 54,7ª série (ou 8º ano),Não,Não,Não,Ampliar o uso de energias renováveis,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Indígena,Outras Evangélicas específicas,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,PERIFERIA,DE 100.001 A 500.000,189507628.0,2023-09-01,Face a face
FEM,41.0,35 A 44,1ª série,Não,Não,Não,Incentivar a geração de empregos,Defender a igualdade entre homens e mulheres,Preservar os valores ligados à família,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Branca,"Afro-Brasileiras (Umbanda, Candomblé, etc)",MAIS DE 1 A 2,MAIS DE 5 A 10,SUL,INTERIOR,DE 50.001 A 100.000,189655490.0,2023-09-04,Face a face
FEM,59.0,55 A 64,1ª série (ou 2º ano),Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Reduzir a violência,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Parda,Assembléia de Deus,ATÉ 1,ATÉ 1,NORTE,INTERIOR,DE 50.001 A 100.000,189590113.0,2023-09-02,Face a face
MAS,43.0,35 A 44,8ª série (ou 9º ano),Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,PERIFERIA,DE 100.001 A 500.000,189641820.0,2023-09-04,Face a face
MAS,30.0,25 A 34,4ª série (ou 5º ano),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Preservar os valores ligados à família,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,MAIS DE 1 A 2,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,189529030.0,2023-09-01,Face a face
FEM,29.0,25 A 34,Superior completo,Sim,Sim,Sim,Melhorar a qualidade da educação,Reduzir a violência,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Alguma vontade,Parda,Batista/ Metodista/ Presbiteriana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,PERIFERIA,DE 100.001 A 500.000,189560800.0,2023-09-02,Face a face
MAS,18.0,18 A 24,8ª série (ou 9º ano),Sim,Sim,Sim,Ampliar o uso de energias renováveis,Incentivar a geração de empregos,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,É religioso mas não segue nenhuma/ Agnóstico,NÃO TEM RENDIMENTO PESSOAL,NÃO RESPONDEU,SUL,INTERIOR,DE 100.001 A 500.000,189512600.0,2023-09-01,Face a face
MAS,40.0,35 A 44,3ª série,Não,Não,Não,Reduzir a violência,Reduzir as desigualdades sociais,Melhorar a qualidade da educação,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,,Nenhuma vontade,Branca,Universal do Reino de Deus,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,189564199.0,2023-09-02,Face a face
FEM,17.0,16 E 17,8ª série (ou 9º ano),Sim,Sim,Sim,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,NÃO RESPONDEU,NORDESTE,INTERIOR,DE 20.001 A 50.000,189697902.0,2023-09-05,Face a face
FEM,60.0,55 A 64,8ª série (ou 9º ano),Não,Não,Não,Reduzir as desigualdades sociais,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUL,INTERIOR,DE 100.001 A 500.000,189714423.0,2023-09-04,Face a face
FEM,35.0,35 A 44,3ª série,Sim,Sim,Sim,Reduzir a violência,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 5.001 A 10.000,189573851.0,2023-09-02,Face a face
MAS,19.0,18 A 24,2ª série,Não,Não,Não,Reduzir as desigualdades sociais,Preservar os valores ligados à família,Melhorar a qualidade da saúde,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189702818.0,2023-09-05,Face a face
MAS,61.0,55 A 64,8ª série (ou 9º ano),Sim,Sim,Sim,Incentivar a geração de empregos,Preservar os valores ligados à família,Reduzir a violência,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Alguma vontade,Parda,Evangélica - Não sabe especificar,MAIS DE 1 A 2,MAIS DE 1 A 2,SUDESTE,PERIFERIA,MAIS DE 500.000,189507876.0,2023-09-01,Face a face
MAS,38.0,35 A 44,Superior completo,Sim,Sim,Sim,Melhorar a qualidade da saúde,Reduzir a violência,Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",,,,,Alguma vontade,Branca,"Ateu, não tem religião",MAIS DE 5 A 10,MAIS DE 5 A 10,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189601510.0,2023-09-03,Face a face
MAS,58.0,55 A 64,Superior incompleto,Sim,Sim,Sim,Preservar os valores ligados à família,Reduzir a violência,Incentivar a geração de empregos,Não sabe/ Não respondeu,,,,,,Muita vontade,Preta,Espírita/ Kardecista,MAIS DE 2 A 5,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 100.001 A 500.000,189521549.0,2023-09-01,Face a face
FEM,38.0,35 A 44,2ª série (ou 3º ano),Não,Não,Não,Melhorar a qualidade da saúde,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Preta,Batista/ Metodista/ Presbiteriana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 10.001 A 20.000,189646261.0,2023-09-04,Face a face
MAS,33.0,25 A 34,6ª série (ou 7º ano),Não,Não,Não,Não sabe/ Não respondeu,,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,189591947.0,2023-09-03,Face a face
FEM,47.0,45 A 54,3ª série,Sim,Sim,Sim,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Incentivar a geração de empregos,Combater as mudanças climáticas/desmatamento,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,Alguma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,CENTRO OESTE,CAPITAL,MAIS DE 500.000,189520090.0,2023-09-01,Face a face
FEM,26.0,25 A 34,5ª série (ou 6º ano),Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Preservar os valores ligados à família,Defender a igualdade entre homens e mulheres,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros","Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros",,,,Nenhuma vontade,Branca,Outras Evangélicas específicas,ATÉ 1,ATÉ 1,SUL,INTERIOR,DE 50.001 A 100.000,189630701.0,2023-09-03,Face a face
MAS,51.0,45 A 54,4ª série (ou 5º ano),Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir a violência,Ampliar o uso de energias renováveis,"Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 5 A 10,SUL,INTERIOR,DE 100.001 A 500.000,189609359.0,2023-09-03,Face a face
FEM,20.0,18 A 24,2ª série (ou 3º ano),Sim,Não,Não,Ampliar os espaços de participação política da população,Reduzir a violência,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Parda,Outras Evangélicas específicas,ATÉ 1,MAIS DE 1 A 2,NORDESTE,INTERIOR,DE 10.001 A 20.000,189646267.0,2023-09-04,Face a face
MAS,33.0,25 A 34,Superior completo,Sim,Sim,Sim,Melhorar a qualidade da educação,Preservar os valores ligados à família,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Outras Evangélicas específicas,MAIS DE 2 A 5,MAIS DE 10 A 20,SUL,INTERIOR,DE 20.001 A 50.000,189692471.0,2023-09-05,Face a face
FEM,70.0,65 E MAIS,1ª série,Não,Não,Sim,Melhorar a qualidade da saúde,,,Não sabe/ Não respondeu,,,,,,Muita vontade,Parda,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 1 A 2,CENTRO OESTE,INTERIOR,DE 10.001 A 20.000,189597537.0,2023-09-03,Face a face
FEM,54.0,45 A 54,Superior completo,Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Reduzir as desigualdades sociais,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUL,INTERIOR,DE 20.001 A 50.000,189682068.0,2023-09-05,Face a face
FEM,46.0,45 A 54,4ª série (ou 5º ano),Não,Não,Não,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,,Não sabe/ Não respondeu,,,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,NÃO TEM RENDIMENTO PESSOAL,ATÉ 1,NORDESTE,INTERIOR,DE 20.001 A 50.000,189627463.0,2023-09-04,Face a face
MAS,62.0,55 A 64,4ª série (ou 5º ano),Não,Não,Não,Reduzir a violência,,,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Evangélica - Não sabe especificar,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,189666876.0,2023-09-04,Face a face
MAS,61.0,55 A 64,8ª série (ou 9º ano),Sim,Sim,Sim,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Melhorar a qualidade da saúde,Incentivar a geração de empregos,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Parda,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUL,INTERIOR,DE 20.001 A 50.000,189642091.0,2023-09-04,Face a face
FEM,49.0,45 A 54,Superior completo,Não,Não,Não,Melhorar a qualidade da educação,Combater as mudanças climáticas/desmatamento,Defender a igualdade entre homens e mulheres,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Parda,Evangélica - Não sabe especificar,MAIS DE 2 A 5,MAIS DE 2 A 5,CENTRO OESTE,INTERIOR,DE 20.001 A 50.000,189573292.0,2023-09-02,Face a face
FEM,22.0,18 A 24,3ª série,Não,Não,Não,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 2 A 5,MAIS DE 2 A 5,SUL,CAPITAL,MAIS DE 500.000,189719486.0,2023-09-05,Face a face
FEM,24.0,18 A 24,3ª série,Sim,Não,Não,Melhorar a qualidade da educação,Reduzir as desigualdades sociais,Incentivar a geração de empregos,Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,,Nenhuma vontade,Amarela,Católica Apostólica Romana,ATÉ 1,ATÉ 1,NORDESTE,INTERIOR,DE 50.001 A 100.000,189635921.0,2023-09-04,Face a face
FEM,40.0,35 A 44,4ª série (ou 5º ano),Não,Não,Não,Melhorar a qualidade da saúde,Reduzir a violência,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 50.001 A 100.000,189686762.0,2023-09-05,Face a face
MAS,52.0,45 A 54,Superior incompleto,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Ampliar os espaços de participação política da população,Reduzir a violência,Aumentar os impostos de grandes fortunas (ou dos mais ricos),"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Parda,Espírita/ Kardecista,ATÉ 1,ATÉ 1,SUDESTE,CAPITAL,MAIS DE 500.000,189703158.0,2023-09-05,Face a face
MAS,18.0,18 A 24,1ª série,Não,Não,Não,Incentivar a geração de empregos,Melhorar a qualidade da saúde,Melhorar a qualidade da educação,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)","Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,Nenhuma vontade,Branca,Católica Apostólica Romana,ATÉ 1,MAIS DE 1 A 2,SUDESTE,INTERIOR,DE 20.001 A 50.000,189565271.0,2023-09-02,Face a face
FEM,19.0,18 A 24,7ª série (ou 8º ano),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Aumentar os impostos de grandes fortunas (ou dos mais ricos),Incentivar a geração de empregos,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Preta,"Ateu, não tem religião",ATÉ 1,ATÉ 1,SUDESTE,INTERIOR,DE 100.001 A 500.000,189622149.0,2023-09-03,Face a face
MAS,30.0,25 A 34,8ª série (ou 9º ano),Não,Não,Sim,Reduzir as desigualdades sociais,Aumentar os impostos de grandes fortunas (ou dos mais ricos),Incentivar a geração de empregos,Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,,Muita vontade,Branca,Assembléia de Deus,MAIS DE 5 A 10,MAIS DE 5 A 10,SUL,CAPITAL,MAIS DE 500.000,189636827.0,2023-09-04,Face a face
FEM,46.0,45 A 54,1ª série,Não,Não,Não,Reduzir as desigualdades sociais,Incentivar a geração de empregos,Reduzir a violência,"Ampliar a regulamentação para políticos que divulgam fake news, criadas por eles próprios ou por terceiros","Responsabilizar, punir ou caçar políticos que divulgam ou compartilham postagens com notícias ou conteúdos falsos",,,,,Nenhuma vontade,Branca,Católica Apostólica Romana,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 20.001 A 50.000,189509331.0,2023-09-01,Face a face
MAS,61.0,55 A 64,3ª série,Não votou em 2022 (Esp.),Não votou em 2022 (Esp.),Não,Incentivar a geração de empregos,Preservar os valores ligados à família,Melhorar a qualidade da saúde,"Ampliar a regulamentação para usuários que divulgam fake news, criadas por eles próprios ou por terceiros",Responsabilizar e punir os usuários que divulgam ou compartilham postagens com notícias ou conteúdos falsos,,,,,Nenhuma vontade,Parda,"Ateu, não tem religião",ATÉ 1,ATÉ 1,NORDESTE,CAPITAL,MAIS DE 500.000,189604488.0,2023-09-03,Face a face
MAS,22.0,18 A 24,2ª série (ou 3º ano),Não,Não,Não,Reduzir a violência,Melhorar a qualidade da educação,Melhorar a qualidade da saúde,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",,,,,,Nenhuma vontade,Preta,Não respondeu,ATÉ 1,MAIS DE 1 A 2,NORDESTE,CAPITAL,MAIS DE 500.000,189530812.0,2023-09-01,Face a face
MAS,47.0,45 A 54,3ª série,Não,Não,Não,"Combater o preconceito (racismo, homofobia, diferença de classe social, etc.)",Reduzir as desigualdades sociais,Preservar os valores ligados à família,"Ampliar a regulamentação, as regras a serem cumpridas pelas plataformas digitais (Facebook, Youtube, WhatsApp, etc.)",Responsabilizar e punir as empresas de tecnologia/comunicação que não removerem postagens com conteúdos falsos,,,,,Nenhuma vontade,Branca,Evangélica - Não sabe especificar,MAIS DE 1 A 2,MAIS DE 2 A 5,SUDESTE,INTERIOR,DE 50.001 A 100.000,189589560.0,2023-09-02,Face a face
